create_timestamp,modify_timestamp,job_id,task_id,instance_num,status_task,plan_cpu,plan_mem,start_timestamp,end_timestamp,machineID,status_instance,seq_no,total_seq_no,real_cpu_max,real_cpu_avg,real_mem_max,real_mem_avg
47607,47638,4355,26512,1,Running,50.0,0.0041622447130691,47607,47638,879.0,Running,1,1,,,,
47607,47638,4355,26511,501,Running,50.0,0.0085108585923951,47607,47638,866.0,Running,1,1,,,,
48497,48515,4393,26772,1003,Running,50.0,0.0085108585923951,48505,48515,616.0,Running,1,1,,,,
48497,48515,4393,26777,2,Running,50.0,0.0097170812517795,48506,48515,1216.0,Running,1,1,,,,
48497,48515,4393,26773,3,Running,50.0,0.0041622447130691,48505,48515,777.0,Running,1,1,,,,
48497,48515,4393,26778,3,Running,50.0,0.0041415370279294,48505,48515,152.0,Running,1,1,,,,
49101,49107,4440,27117,1,Running,50.0,0.0040897678150803,49102,49107,463.0,Running,1,1,,,,
49101,49107,4440,27115,501,Running,50.0,0.0085108585923951,49101,49107,783.0,Running,1,1,,,,
49101,49107,4440,27120,1,Running,50.0,0.0097170812517795,49101,49107,785.0,Running,1,1,,,,
49101,49107,4440,27116,1,Running,50.0,0.0041622447130691,49101,49107,585.0,Running,1,1,,,,
49101,49107,4440,27121,1,Running,50.0,0.0041415370279294,49101,49107,603.0,Running,1,1,,,,
49165,49173,4448,27178,3,Running,50.0,0.0041622447130691,49165,49173,29.0,Running,1,1,,,,
49165,49173,4448,27177,1003,Running,50.0,0.0085108585923951,49165,49173,689.0,Running,1,1,,,,
49165,49173,4448,27183,3,Running,50.0,0.0041415370279294,49165,49173,1166.0,Running,1,1,,,,
49165,49173,4448,27182,2,Running,50.0,0.0097170812517795,49165,49173,490.0,Running,1,1,,,,
49165,49173,4448,27179,1,Running,50.0,0.0040897678150803,49166,49173,593.0,Running,1,1,,,,
52268,52286,4609,28333,501,Running,50.0,0.0085108585923951,52269,52286,1157.0,Running,1,1,,,,
52268,52286,4609,28338,1,Running,50.0,0.0097170812517795,52269,52286,698.0,Running,1,1,,,,
52268,52286,4609,28334,1,Running,50.0,0.0041622447130691,52268,52286,1179.0,Running,1,1,,,,
52268,52286,4609,28339,1,Running,50.0,0.0041415370279294,52268,52286,1112.0,Running,1,1,,,,
52331,52361,4614,28370,1,Running,50.0,0.0043227292729014,52331,52361,173.0,Running,1,1,,,,
52331,52361,4614,28364,313,Running,50.0,0.0081225894960267,52331,52361,757.0,Running,1,1,,,,
52331,52361,4614,28365,1,Running,50.0,0.0045867522584319,52331,52361,1287.0,Running,1,1,,,,
52331,52361,4614,28369,9,Running,50.0,0.0133564569150726,52331,52361,48.0,Running,1,1,,,,
52714,52763,4646,28598,501,Running,50.0,0.0085108585923951,52714,52763,554.0,Running,1,1,,,,
52714,52763,4646,28599,1,Running,50.0,0.0041622447130691,52714,52763,363.0,Running,1,1,,,,
52714,52763,4646,28604,1,Running,50.0,0.0041415370279294,52714,52763,672.0,Running,1,1,,,,
53053,53054,4656,28667,51,Running,50.0,0.0080552895193228,53054,53054,,Running,1,1,,,,
53054,53054,4656,28673,1,Running,50.0,0.0041570677917842,53054,53054,881.0,Running,1,1,,,,
53054,53054,4656,28664,31,Running,50.0,0.0160070406129474,53054,53054,,Running,1,1,,,,
53054,53054,4656,28662,305,Running,50.0,0.0080604664406077,53054,53054,,Running,1,1,,,,
53054,53054,4656,28668,2,Running,50.0,0.0041984831620635,53054,53054,850.0,Running,1,1,,,,
53054,53054,4656,28675,5,Running,50.0,0.0080552895193228,53054,53054,,Running,1,1,,,,
53797,53861,4700,28985,501,Running,50.0,0.0085108585923951,53797,53861,1173.0,Running,1,1,,,,
53797,53861,4700,28986,1,Running,50.0,0.0041622447130691,53797,53861,1122.0,Running,1,1,,,,
53797,53861,4700,28991,1,Running,50.0,0.0041415370279294,53797,53861,1209.0,Running,1,1,,,,
54111,54173,4727,29196,501,Running,50.0,0.0085108585923951,54118,54173,733.0,Running,1,1,,,,
54111,54173,4727,29202,1,Running,50.0,0.0041415370279294,54118,54173,203.0,Running,1,1,,,,
54111,54173,4727,29197,1,Running,50.0,0.0041622447130691,54118,54173,996.0,Running,1,1,,,,
55340,55472,4793,29677,1,Running,50.0,0.0041622447130691,55340,55472,50.0,Running,1,1,,,,
55340,55472,4793,29682,1,Running,50.0,0.0041415370279294,55340,55472,148.0,Running,1,1,,,,
55340,55472,4793,29676,501,Running,50.0,0.0085108585923951,55340,55472,465.0,Running,1,1,,,,
55960,55973,4851,30129,3,Running,50.0,0.0041415370279294,55966,55973,1006.0,Running,1,1,,,,
55960,55973,4851,30128,2,Running,50.0,0.0097170812517795,55967,55973,461.0,Running,1,1,,,,
55960,55973,4851,30125,1,Running,50.0,0.0040897678150803,55967,55973,942.0,Running,1,1,,,,
55960,55973,4851,30123,1003,Running,50.0,0.0085108585923951,55967,55973,133.0,Running,1,1,,,,
55960,55973,4851,30124,3,Running,50.0,0.0041622447130691,55966,55973,513.0,Running,1,1,,,,
57398,57406,4887,30385,1,Running,50.0,0.0041415370279294,57398,57406,491.0,Running,1,1,,,,
57398,57406,4887,30381,1,Running,50.0,0.0040897678150803,57399,57406,306.0,Running,1,1,,,,
57398,57406,4887,30380,1,Running,50.0,0.0041622447130691,57398,57406,25.0,Running,1,1,,,,
57398,57406,4887,30384,1,Running,50.0,0.0097170812517795,57398,57406,469.0,Running,1,1,,,,
57398,57406,4887,30379,501,Running,50.0,0.0085108585923951,57398,57406,1162.0,Running,1,1,,,,
57447,57455,4890,30404,21,Running,50.0,0.0107058732171977,57448,57455,726.0,Running,1,1,,,,
57447,57455,4890,30400,1103,Running,50.0,0.00822095100044,57448,57455,21.0,Running,1,1,,,,
57447,57455,4890,30401,1,Running,50.0,0.004167421634354,57448,57455,812.0,Running,1,1,,,,
57447,57455,4890,30405,3,Running,50.0,0.0080552895193228,57447,57455,367.0,Running,1,1,,,,
57447,57455,4890,30406,3,Running,50.0,0.0080552895193228,57447,57455,459.0,Running,1,1,,,,
57447,57455,4890,30407,3,Running,50.0,0.0042036600833484,57447,57455,934.0,Running,1,1,,,,
58006,58074,4918,30604,1,Running,50.0,0.0041415370279294,58006,58074,596.0,Running,1,1,,,,
58006,58074,4918,30598,501,Running,50.0,0.0085108585923951,58006,58074,430.0,Running,1,1,,,,
58006,58074,4918,30599,1,Running,50.0,0.0041622447130691,58006,58074,1139.0,Running,1,1,,,,
59056,59074,4986,31130,172,Running,50.0,0.0133564569150726,59056,59074,762.0,Running,1,1,,,,
59056,59074,4986,31126,435,Running,50.0,0.008748996971501,59056,59074,780.0,Running,1,1,,,,
59056,59074,4986,31131,5,Running,50.0,0.009515181321668,59056,59074,581.0,Running,1,1,,,,
59056,59074,4986,31133,5,Running,50.0,0.0084021432454119,59056,59074,1245.0,Running,1,1,,,,
59056,59074,4986,31132,5,Running,50.0,0.0091993891232883,59056,59074,1060.0,Running,1,1,,,,
59143,59189,4990,31151,1,Running,50.0,0.0041622447130691,59143,59189,599.0,Running,1,1,,,,
59143,59189,4990,31150,501,Running,50.0,0.0085108585923951,59144,59189,374.0,Running,1,1,,,,
59143,59189,4990,31156,1,Running,50.0,0.0041415370279294,59143,59189,828.0,Running,1,1,,,,
20371,20463,5195,32406,23,Running,50.0,0.0107058732171977,20371,20463,153.0,Running,1,1,,,,
20371,20463,5195,32407,1,Running,50.0,0.0054047058214479,20371,20463,422.0,Running,1,1,,,,
25297,25466,5208,32446,1,Running,50.0,0.0040949447363652,25297,25466,1241.0,Running,1,1,,,,
25297,25466,5208,32444,47,Running,75.0,0.0107058732171977,25297,25466,96.0,Running,1,1,,,,
27533,27562,5261,32594,459,Running,50.0,0.0090078430357466,27533,27562,1063.0,Running,1,1,,,,
34134,34209,5367,32930,87,Running,50.0,0.0133564569150726,34134,34209,641.0,Running,1,1,,,,
34134,34209,5367,32931,1,Running,50.0,0.0080604664406077,34134,34209,268.0,Running,1,1,,,,
1343,1377,5387,32991,565,Running,50.0,0.0095255351642378,1353,1377,1261.0,Running,1,1,,,,
8119,8719,5441,33169,275,Running,50.0,0.0107058732171977,8119,8719,103.0,Running,1,1,,,,
10006,10607,5474,33584,719,Running,50.0,0.0057360287836823,10007,10607,37.0,Running,1,1,,,,
19784,19787,5504,33725,438,Running,50.0,0.0160070406129474,19785,19787,583.0,Running,1,1,,,,
19784,19787,5504,33726,6,Running,50.0,0.0107058732171977,19785,19787,1218.0,Running,1,1,,,,
19784,19787,5504,33724,28,Running,50.0,0.0160070406129474,19785,19787,272.0,Running,1,1,,,,
23268,23347,5513,33822,206,Running,50.0,0.0133564569150726,23268,23347,1230.0,Running,1,1,,,,
52211,52268,5829,35828,241,Running,100.0,0.0054047058214479,52212,52268,921.0,Running,1,1,,,,
52211,52268,5829,35829,241,Running,100.0,0.0054047058214479,52211,52268,1263.0,Running,1,1,,,,
52211,52268,5829,35830,241,Running,100.0,0.0054047058214479,52211,52268,311.0,Running,1,1,,,,
20129,20145,5890,36106,799,Running,50.0,0.0057360287836823,20130,20145,465.0,Running,1,1,,,,
43442,43573,5928,36244,565,Running,50.0,0.009867211969042,43442,43573,1016.0,Running,1,1,,,,
43442,43574,5928,36245,293,Running,50.0,0.0087645277353557,43442,43574,64.0,Running,1,1,,,,
33817,33819,6057,36750,737,Running,50.0,0.0087024046799368,33818,33819,59.0,Running,1,1,,,,
54431,54545,6135,37087,265,Running,50.0,0.0080345818341832,54431,54545,730.0,Running,1,1,,,,
424,0,6334,38378,14,Running,100.0,0.0027541221235731,428,0,981.0,Running,1,1,,,,
41322,41484,6494,39042,3,Running,50.0,0.0080242279916133,41330,41484,20.0,Running,1,1,,,,
41322,41484,6494,39041,27,Running,50.0,0.0081950663940154,41331,41484,84.0,Running,1,1,,,,
42542,42637,6544,39251,3,Running,50.0,0.0080242279916133,42542,42637,448.0,Running,1,1,,,,
42542,42637,6544,39250,27,Running,50.0,0.0081950663940154,42542,42637,826.0,Running,1,1,,,,
46920,47026,6613,39547,7,Running,50.0,0.0079776357000491,46920,47026,520.0,Running,1,1,,,,
50273,50342,6702,39924,5,Running,100.0,0.0054047058214479,50273,50342,696.0,Running,1,1,,,,
50273,50342,6702,39921,9,Running,100.0,0.0054047058214479,50273,50342,1283.0,Running,1,1,,,,
53173,53239,6726,40020,27,Running,50.0,0.0081950663940154,53173,53239,979.0,Running,1,1,,,,
53173,53239,6726,40021,3,Running,50.0,0.0080242279916133,53173,53239,22.0,Running,1,1,,,,
53656,53812,6734,40051,27,Running,50.0,0.0081950663940154,53667,53812,605.0,Running,1,1,,,,
53656,53812,6734,40052,3,Running,50.0,0.0080242279916133,53667,53812,799.0,Running,1,1,,,,
53808,53874,6747,40103,27,Running,50.0,0.0081950663940154,53808,53874,671.0,Running,1,1,,,,
53808,53874,6747,40104,3,Running,50.0,0.0080242279916133,53808,53874,409.0,Running,1,1,,,,
53973,54146,6760,40159,3,Running,50.0,0.0080242279916133,53973,54146,632.0,Running,1,1,,,,
53973,54146,6760,40158,27,Running,50.0,0.0081950663940154,53973,54146,510.0,Running,1,1,,,,
55309,55451,6821,40428,27,Running,50.0,0.0081950663940154,55309,55451,762.0,Running,1,1,,,,
55309,55451,6821,40429,3,Running,50.0,0.0080242279916133,55309,55451,509.0,Running,1,1,,,,
55793,55976,6833,40482,55,Running,50.0,0.0081950663940154,55793,55976,348.0,Running,1,1,,,,
55793,55976,6833,40483,7,Running,50.0,0.0080242279916133,55793,55976,358.0,Running,1,1,,,,
56260,56307,6841,40517,55,Running,50.0,0.0081950663940154,56262,56307,148.0,Running,1,1,,,,
56260,56307,6841,40518,7,Running,50.0,0.0080242279916133,56262,56307,719.0,Running,1,1,,,,
23685,0,6925,40957,17,Running,100.0,0.0027541221235731,23688,0,1224.0,Running,1,1,,,,
77,167,7030,41452,500,Running,50.0,0.0133564569150726,78,167,354.0,Running,1,1,,,,
1757,1920,7067,41803,277,Running,50.0,0.0107058732171977,1757,1920,5.0,Running,1,1,,,,
18520,18532,7083,41942,187,Running,50.0,0.0078740972743509,18520,18532,338.0,Running,1,1,,,,
18520,18532,7083,41947,3,Running,50.0,0.0080552895193228,18520,18532,746.0,Running,1,1,,,,
18520,18532,7083,41944,5,Running,50.0,0.008453912458261,18520,18532,910.0,Running,1,1,,,,
18520,18532,7083,41948,3,Running,50.0,0.0041052985789351,18520,18532,711.0,Running,1,1,,,,
18520,18532,7083,41946,191,Running,50.0,0.0160070406129474,18520,18532,1180.0,Running,1,1,,,,
41411,41505,7164,42751,403,Running,50.0,0.0082830740558589,41411,41505,621.0,Running,1,1,,,,
42083,42143,7243,43463,223,Running,50.0,0.0083296663474231,42083,42143,1114.0,Running,1,1,,,,
44979,45213,7657,47137,500,Running,50.0,0.0133564569150726,44980,45213,37.0,Running,1,1,,,,
45419,45525,7775,48195,419,Running,50.0,0.0082623663707193,45420,45525,907.0,Running,1,1,,,,
45469,45503,7796,48371,179,Running,50.0,0.0081795356301607,45479,45503,864.0,Running,1,1,,,,
45522,45558,7838,48731,35,Running,50.0,0.0084021432454119,45526,45558,493.0,Running,1,1,,,,
46942,47002,8065,50840,379,Running,50.0,0.0082364817642947,46952,47002,596.0,Running,1,1,,,,
46952,46999,8068,50864,179,Running,50.0,0.0081795356301607,46955,46999,959.0,Running,1,1,,,,
46952,46980,8071,50877,500,Running,50.0,0.0160070406129474,46963,46980,491.0,Running,1,1,,,,
47275,47291,8114,51260,335,Running,50.0,0.0082416586855796,47275,47291,68.0,Running,1,1,,,,
47785,47994,8158,51659,419,Running,50.0,0.0082623663707193,47785,47994,561.0,Running,1,1,,,,
47901,47924,8162,51698,35,Running,50.0,0.0084021432454119,47901,47924,991.0,Running,1,1,,,,
48521,48546,8219,52204,335,Running,50.0,0.0082416586855796,48522,48546,389.0,Running,1,1,,,,
49045,49071,8250,52459,2,Running,50.0,0.0090596122485957,49053,49071,985.0,Running,1,1,,,,
49045,49071,8250,52468,379,Running,50.0,0.0082364817642947,49052,49071,446.0,Running,1,1,,,,
49761,49833,8352,53406,415,Running,50.0,0.0083451971112779,49761,49833,1295.0,Running,1,1,,,,
50036,50042,8403,53831,2,Running,50.0,0.0088784200036238,50037,50042,834.0,Running,1,1,,,,
50036,50042,8403,53822,500,Running,50.0,0.0160070406129474,50037,50042,10.0,Running,1,1,,,,
50036,50042,8403,53832,223,Running,50.0,0.0083296663474231,50036,50042,933.0,Running,1,1,,,,
50036,50042,8403,53830,2,Running,50.0,0.0041725985556389,50037,50042,591.0,Running,1,1,,,,
50042,50096,8410,53881,500,Running,50.0,0.0133564569150726,50044,50096,305.0,Running,1,1,,,,
50251,50325,8422,53993,500,Running,50.0,0.0054047058214479,50252,50325,37.0,Running,1,1,,,,
53017,53034,8789,57233,379,Running,50.0,0.0082364817642947,53017,53034,403.0,Running,1,1,,,,
53017,53034,8789,57224,2,Running,50.0,0.0090596122485957,53018,53034,513.0,Running,1,1,,,,
55867,55902,9070,59755,217,Running,50.0,0.0084073201666968,55867,55902,417.0,Running,1,1,,,,
56242,56261,9076,59791,500,Running,50.0,0.0133564569150726,56243,56261,1301.0,Running,1,1,,,,
56242,56261,9076,59802,379,Running,50.0,0.0082364817642947,56242,56261,1067.0,Running,1,1,,,,
12597,12599,9150,60253,99,Running,50.0,0.0160070406129474,12597,12599,1210.0,Running,1,1,,,,
24231,24233,9193,60330,99,Running,50.0,0.0160070406129474,24231,24233,1141.0,Running,1,1,,,,
38727,38729,9257,60446,1,Running,40.0,0.0040587062873709,38727,38729,1194.0,Running,1,1,,,,
39573,39575,9263,60456,1,Running,40.0,0.0040587062873709,39573,39575,389.0,Running,1,1,,,,
43921,43923,9279,60485,1,Running,40.0,0.0040587062873709,43921,43923,351.0,Running,1,1,,,,
51883,0,9317,60551,1,Running,100.0,0.0027541221235731,0,0,,Ready,2,2,,,,
53874,0,9328,60570,1,Running,100.0,0.0027541221235731,53877,0,1000.0,Running,1,1,,,,
15726,15827,9392,60815,7,Running,100.0,0.0054047058214479,15726,15827,1302.0,Running,1,1,,,,
15726,15827,9392,60816,23,Running,100.0,0.0054047058214479,15726,15827,422.0,Running,1,1,,,,
15726,15827,9392,60813,23,Running,100.0,0.0054047058214479,15726,15827,1254.0,Running,1,1,,,,
16244,16845,9442,60979,818,Running,50.0,0.0080967048896021,16245,16845,37.0,Running,1,1,,,,
34996,0,9778,63495,2,Running,100.0,0.0107058732171977,0,0,,Ready,5,5,,,,
36147,36221,10199,64002,123,Running,50.0,0.0057360287836823,36147,36221,1134.0,Running,1,1,,,,
36147,36221,10199,63998,207,Running,50.0,0.0082002433153003,36147,36221,948.0,Running,1,1,,,,
19994,20595,10320,64528,1461,Running,75.0,0.0160070406129474,19996,20595,1133.0,Running,1,1,,,,
19994,20595,10320,64530,1,Running,50.0,0.0041208293427898,19994,20595,170.0,Running,1,1,,,,
19994,20595,10320,64529,1,Running,75.0,0.008277897134574,19994,20595,1035.0,Running,1,1,,,,
19994,20595,10320,64523,305,Running,55.0,0.008748996971501,19994,20595,14.0,Running,1,1,,,,
2399,0,10540,65309,12,Running,100.0,0.0027541221235731,0,0,,Ready,3,3,,,,
23996,24097,10588,65517,821,Running,50.0,0.009157973753009,23996,24097,802.0,Running,1,1,,,,
9466,9503,10701,66233,1,Running,50.0,0.0054047058214479,9470,9503,1285.0,Running,1,1,,,,
9466,9503,10701,66229,393,Running,50.0,0.0081847125514456,9470,9503,1051.0,Running,1,1,,,,
9466,9503,10701,66230,352,Running,50.0,0.0160070406129474,9470,9503,688.0,Running,1,1,,,,
9466,9503,10701,66232,1,Running,50.0,0.0040535293660859,9470,9503,650.0,Running,1,1,,,,
14246,14277,10706,66248,78,Running,50.0,0.0133564569150726,14247,14277,580.0,Running,1,1,,,,
14246,14277,10706,66250,185,Running,50.0,0.0105350348147956,14247,14277,412.0,Running,1,1,,,,
14246,14277,10706,66247,455,Running,50.0,0.0086765200735122,14247,14277,590.0,Running,1,1,,,,
47893,48033,10832,66763,1,Running,50.0,0.0057360287836823,47893,48033,596.0,Running,1,1,,,,
47893,48033,10832,66762,1,Running,50.0,0.0057360287836823,47894,48033,211.0,Running,1,1,,,,
590,595,10895,67122,513,Running,50.0,0.0094478813449641,590,595,547.0,Running,1,1,,,,
590,595,10895,67120,690,Running,50.0,0.0160070406129474,592,595,1127.0,Running,1,1,,,,
26847,27042,10940,67338,9,Running,50.0,0.0079776357000491,26847,27042,584.0,Running,1,1,,,,
26847,27042,10940,67332,95,Running,50.0,0.0133564569150726,26848,27042,103.0,Running,1,1,,,,
37909,37916,10980,67559,219,Running,50.0,0.0133564569150726,37910,37916,589.0,Running,1,1,,,,
37909,37916,10980,67564,72,Running,50.0,0.0160070406129474,37910,37916,431.0,Running,1,1,,,,
37909,37916,10980,67563,11,Running,50.0,0.0160070406129474,37910,37916,969.0,Running,1,1,,,,
37909,37916,10980,67560,469,Running,50.0,0.008748996971501,37910,37916,553.0,Running,1,1,,,,
47240,47330,11162,68309,1,Running,50.0,0.0054047058214479,47240,47330,559.0,Running,1,1,,,,
47240,47330,11162,68308,3,Running,50.0,0.0078792741956358,47240,47330,513.0,Running,1,1,,,,
47240,47330,11162,68307,47,Running,50.0,0.0081743587088758,47240,47330,1078.0,Running,1,1,,,,
47239,47330,11162,68306,277,Running,50.0,0.0086247508606631,47240,47330,794.0,Running,1,1,,,,
47240,47330,11162,68310,1,Running,50.0,0.0040949447363652,47240,47330,934.0,Running,1,1,,,,
22747,22756,11252,68768,15,Running,50.0,0.0160070406129474,22748,22756,1039.0,Running,1,1,,,,
22747,22756,11252,68784,19,Running,50.0,0.0081277664173116,22747,22756,635.0,Running,1,1,,,,
22747,22756,11252,68781,3,Running,50.0,0.0086040431755235,22748,22756,8.0,Running,1,1,,,,
22747,22756,11252,68775,60,Running,50.0,0.0133564569150726,22748,22756,795.0,Running,1,1,,,,
22747,22756,11252,68770,2,Running,50.0,0.0096187197473662,22748,22756,1225.0,Running,1,1,,,,
22747,22756,11252,68777,59,Running,50.0,0.0090285507208862,22748,22756,1119.0,Running,1,1,,,,
22747,22756,11252,68787,3,Running,50.0,0.0040535293660859,22748,22756,1098.0,Running,1,1,,,,
22747,22756,11252,68779,7,Running,50.0,0.0087386431289312,22748,22756,799.0,Running,1,1,,,,
22747,22756,11252,68782,3,Running,50.0,0.0080552895193228,22748,22756,19.0,Running,1,1,,,,
22747,22756,11252,68766,183,Running,50.0,0.0085419201201045,22747,22756,76.0,Running,1,1,,,,
22747,22756,11252,68785,3,Running,50.0,0.0085263893562498,22748,22756,1014.0,Running,1,1,,,,
22747,22756,11252,68783,11,Running,50.0,0.0084383816944063,22748,22756,453.0,Running,1,1,,,,
22747,22756,11252,68773,13,Running,50.0,0.008981958429322,22748,22756,926.0,Running,1,1,,,,
22747,22756,11252,68772,1,Running,50.0,0.0096756658815002,22748,22756,1230.0,Running,1,1,,,,
22747,22756,11252,68765,155,Running,50.0,0.0083710817177024,22747,22756,463.0,Running,1,1,,,,
22747,22756,11252,68769,79,Running,50.0,0.0083917894028421,22748,22756,1282.0,Running,1,1,,,,
22747,22756,11252,68771,1,Running,50.0,0.0095048274790981,22748,22756,610.0,Running,1,1,,,,
22747,22756,11252,68780,3,Running,50.0,0.008692050837367,22748,22756,32.0,Running,1,1,,,,
22747,22756,11252,68786,3,Running,50.0,0.0040949447363652,22748,22756,11.0,Running,1,1,,,,
22747,22756,11252,68767,12,Running,50.0,0.0133564569150726,22748,22756,563.0,Running,1,1,,,,
22747,22756,11252,68764,555,Running,50.0,0.0080759972044625,22748,22756,1045.0,Running,1,1,,,,
22747,22756,11252,68763,19,Running,50.0,0.0082520125281495,22748,22756,107.0,Running,1,1,,,,
22747,22756,11252,68778,27,Running,50.0,0.0094582351875339,22748,22756,250.0,Running,1,1,,,,
16069,16407,11292,69065,45,Running,50.0,0.0083659047964175,16069,16407,1303.0,Running,1,1,,,,
16069,16407,11292,69066,49,Running,50.0,0.0083917894028421,16069,16407,19.0,Running,1,1,,,,
16069,16407,11292,69067,51,Running,50.0,0.0083814355602723,16069,16407,354.0,Running,1,1,,,,
34738,34781,11314,69212,187,Running,50.0,0.0107058732171977,34739,34781,698.0,Running,1,1,,,,
34738,34781,11314,69211,8,Running,50.0,0.0133564569150726,34739,34781,1248.0,Running,1,1,,,,
34738,34781,11314,69209,243,Running,50.0,0.0160070406129474,34739,34781,1117.0,Running,1,1,,,,
27897,27942,11410,69691,32,Running,50.0,0.0160070406129474,27898,27942,599.0,Running,1,1,,,,
27897,27942,11410,69690,1173,Running,50.0,0.0160070406129474,27898,27942,4.0,Running,1,1,,,,
27897,27942,11410,69693,3,Running,50.0,0.0090078430357466,27898,27942,119.0,Running,1,1,,,,
46963,46979,11585,70512,469,Running,50.0,0.008748996971501,46971,46979,212.0,Running,1,1,,,,
46963,46979,11585,70509,637,Running,50.0,0.0107058732171977,46971,46979,465.0,Running,1,1,,,,
50268,50277,11649,70776,1171,Running,50.0,0.0160070406129474,50269,50277,232.0,Running,1,1,,,,
50268,50277,11649,70777,32,Running,50.0,0.0160070406129474,50269,50277,911.0,Running,1,1,,,,
50268,50277,11649,70779,3,Running,50.0,0.0090130199570315,50269,50277,1070.0,Running,1,1,,,,
51723,51897,11675,70942,210,Running,100.0,0.0054047058214479,0,0,,Ready,2,2,,,,
51723,51894,11684,71005,210,Running,100.0,0.0054047058214479,0,0,,Ready,2,2,,,,
36010,36077,11733,71204,407,Running,50.0,0.0086868739160821,36011,36077,1142.0,Running,1,1,,,,
36010,36077,11733,71202,327,Running,50.0,0.0160070406129474,36012,36077,163.0,Running,1,1,,,,
36010,36077,11733,71201,621,Running,50.0,0.0133564569150726,36011,36077,732.0,Running,1,1,,,,
31020,31043,11797,71829,103,Running,50.0,0.0107058732171977,31020,31043,295.0,Running,1,1,,,,
31020,31043,11797,71826,49,Running,50.0,0.0133564569150726,31020,31043,876.0,Running,1,1,,,,
31020,31043,11797,71827,2,Running,50.0,0.0160070406129474,31020,31043,515.0,Running,1,1,,,,
55893,55901,11820,72327,21,Running,100.0,0.0054047058214479,55893,55901,321.0,Running,1,1,,,,
55893,55901,11820,72330,13,Running,100.0,0.0054047058214479,55893,55901,579.0,Running,1,1,,,,
55893,55901,11820,72350,5,Running,100.0,0.0054047058214479,55893,55901,1041.0,Running,1,1,,,,
55893,55901,11820,72349,1,Running,100.0,0.0054047058214479,55893,55901,142.0,Running,1,1,,,,
55893,55901,11820,72337,1,Running,100.0,0.0054047058214479,55893,55901,686.0,Running,1,1,,,,
55893,55901,11820,72331,15,Running,100.0,0.0054047058214479,55893,55901,1022.0,Running,1,1,,,,
55893,55901,11820,72351,5,Running,100.0,0.0054047058214479,55893,55901,731.0,Running,1,1,,,,
55893,55901,11820,72333,10,Running,100.0,0.0054047058214479,55893,55901,490.0,Running,1,1,,,,
55893,55901,11820,72329,33,Running,100.0,0.0054047058214479,55893,55901,357.0,Running,1,1,,,,
55893,55901,11820,72345,3,Running,100.0,0.0054047058214479,55893,55901,182.0,Running,1,1,,,,
55893,55901,11820,72334,3,Running,100.0,0.0054047058214479,55893,55901,356.0,Running,1,1,,,,
55893,55901,11820,72340,5,Running,100.0,0.0054047058214479,55893,55901,76.0,Running,1,1,,,,
55893,55901,11820,72326,5,Running,100.0,0.0054047058214479,55893,55901,400.0,Running,1,1,,,,
55893,55901,11820,72344,3,Running,100.0,0.0054047058214479,55893,55901,783.0,Running,1,1,,,,
55893,55901,11820,72348,1,Running,100.0,0.0054047058214479,55893,55901,325.0,Running,1,1,,,,
55893,55901,11820,72343,3,Running,100.0,0.0054047058214479,55893,55901,577.0,Running,1,1,,,,
55893,55901,11820,72346,3,Running,100.0,0.0054047058214479,55893,55901,1117.0,Running,1,1,,,,
55893,55901,11820,72328,23,Running,100.0,0.0054047058214479,55893,55901,1018.0,Running,1,1,,,,
55893,55901,11820,72352,5,Running,100.0,0.0054047058214479,55893,55901,1097.0,Running,1,1,,,,
52270,52407,12058,74511,297,Running,50.0,0.0081122356534568,52270,52407,194.0,Running,1,1,,,,
7343,7944,12339,75941,515,Running,50.0,0.0081432971811663,7344,7944,103.0,Running,1,1,,,,
15815,15901,12468,76640,221,Running,50.0,0.0083659047964175,15822,15901,241.0,Running,1,1,,,,
15815,15901,12468,76639,219,Running,50.0,0.0081174125747418,15823,15901,840.0,Running,1,1,,,,
15815,15901,12468,76641,221,Running,50.0,0.0082571894494344,15822,15901,657.0,Running,1,1,,,,
15815,15901,12468,76642,229,Running,50.0,0.0081795356301607,15823,15901,1160.0,Running,1,1,,,,
17139,17187,12474,76691,3,Running,50.0,0.0080552895193228,17139,17187,203.0,Running,1,1,,,,
17139,17187,12474,76687,243,Running,50.0,0.0081847125514456,17139,17187,141.0,Running,1,1,,,,
17139,17187,12474,76700,3,Running,50.0,0.0080552895193228,17139,17187,603.0,Running,1,1,,,,
17139,17187,12474,76693,243,Running,50.0,0.0081898894727305,17139,17187,274.0,Running,1,1,,,,
17139,17187,12474,76688,243,Running,50.0,0.0082105971578702,17139,17187,364.0,Running,1,1,,,,
17139,17187,12474,76690,3,Running,50.0,0.0080552895193228,17139,17187,640.0,Running,1,1,,,,
17139,17187,12474,76689,3,Running,50.0,0.0094582351875339,17139,17187,1040.0,Running,1,1,,,,
17139,17187,12474,76692,243,Running,50.0,0.0080811741257474,17139,17187,41.0,Running,1,1,,,,
28920,29520,12913,80340,395,Running,50.0,0.0107058732171977,28920,29520,926.0,Running,1,1,,,,
28920,29520,12913,80339,367,Running,50.0,0.0133564569150726,28921,29520,37.0,Running,1,1,,,,
